Feature1 ,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Class
4.205198348,-2.278627256,10.22758399,12.38113204,0.569687791,-0.724223932,1.858216709,-2.85019167,1.735568414,0.826172926,0.581404068,1.764068419,0.823651489,0.936260838,2.496139441,-1.831458125,1.231766863,-0.68203131,0.334290107,-1.904528992,1
5.411507344,-3.625478083,-1.224119324,2.70520175,-11.51250132,1.472191077,0.184388673,0.651532448,-0.781873776,-3.591299219,0.458026919,-2.143417258,7.241782756,1.523611719,0.921923898,1.168705001,-9.691712956,-1.120325575,3.484940654,0.106691903,1
-2.925628609,-5.875109193,2.539907625,3.252160239,2.575567364,-2.090348821,-0.747200408,-2.944988355,-4.265641658,2.462612695,1.074446739,6.054787952,1.161864188,-0.809004216,-1.490713616,1.326576241,-0.166257793,0.128297676,-1.671862575,-3.441477675,1
-10.60279021,5.394892569,4.249919387,5.695611763,0.90425201,-9.34750097,5.041350964,4.661255044,1.552491433,-0.396249119,-0.021540912,-1.265051753,0.958206726,-0.002572318,2.00450204,3.045263095,-2.968935053,0.886714591,3.437824943,-0.234282839,1
-7.604486743,4.953288747,8.138231344,-2.931106229,4.005971466,-2.637633798,0.764830966,0.964394262,0.278232242,0.370348618,2.051505061,-1.533675705,-0.01249319,-2.259800866,-0.100802334,-0.418909159,5.360795098,1.996725145,3.013381609,-0.509466714,1
-9.60565826,1.274632741,4.333580436,2.552570622,5.287016805,-3.487259007,0.377677435,-3.050322836,0.712631865,6.222685263,0.300357592,3.995716244,1.400504149,-3.433971474,1.351718838,-0.917961785,2.261598363,0.127235378,4.075836987,-0.228803731,1
1.093040257,7.946294071,8.625964879,-1.753103284,1.440766088,-1.533819583,-3.78485004,1.703431919,5.199909175,0.769050788,1.053107969,0.581600282,0.92556574,-0.44305869,0.202380437,-0.1717527,0.132078667,0.794764752,-3.413726937,-2.001100679,1
-10.09130579,-6.803039228,10.11003274,-0.384500167,0.999273664,3.346010559,-0.012840778,-0.465620871,3.715594849,-0.965183431,-0.915383,0.07315461,-5.791275836,-0.546373156,2.134849192,-3.239874735,-0.145502425,5.73401016,-0.842972466,-1.452150911,1
-18.5820843,0.82559918,-2.253666383,-4.295042327,7.111568858,-0.662545179,-2.202520526,-1.400249248,2.73411923,-5.550006003,4.000136771,0.928090019,2.679703124,-0.37860247,2.360217009,0.904348322,-1.142341748,-2.371945988,-0.568953656,5.834922968,1
2.582148458,3.356913235,1.151767216,11.03842858,0.442827235,-5.062175775,5.39839397,-0.488050114,1.212948654,1.023885038,-0.231089275,2.396748606,0.316215748,0.940189147,-0.727423736,1.857175488,-1.516094454,-2.394146853,-0.003598237,-1.425494559,1
-14.0102414,-7.074124589,5.067632721,-4.181969501,1.81132151,4.625716786,-5.597777099,6.807232644,-1.09992871,3.494975951,-6.482828562,-1.06285751,-4.275496775,5.496139504,1.554972428,-0.901271381,-2.382510739,-0.733808172,1.441164865,-2.402164492,1
9.223070757,-6.53735189,4.492617154,1.649166461,-6.949606243,-0.425755186,6.334367824,-3.846953305,-1.269841973,-5.895200004,-3.871487845,1.357157318,-0.714150387,-0.250457771,4.006925654,-0.688883093,0.068362739,-2.656213129,2.970211361,1.472444854,1
-7.296566117,5.594164113,-1.024516165,-10.29796612,2.082037088,-5.337769225,4.813306712,1.971541794,-6.716887914,3.351011243,0.696878109,-4.396925351,3.115512099,-1.060485177,-1.52041592,2.853191806,-0.407675969,2.506551284,2.155727396,-2.760142652,1
-10.56581818,4.082043175,-7.042662461,9.726048329,4.125270368,0.55411315,4.920105938,-5.761335667,1.932950505,-0.096652527,4.82134978,0.113088978,2.40398743,-8.601158523,-1.502057534,-0.827820966,1.681687019,-1.776729236,-4.686678054,-2.916404797,1
-5.728949503,3.666646803,6.442488618,10.49113457,-0.774629283,1.265167703,1.051974157,0.447654167,-0.365897902,-0.697120909,1.52442282,-3.437370809,-0.697703652,-2.442711941,2.430817024,-0.311495423,-0.199291321,-1.489774482,3.002396451,0.373133091,1
-5.071811925,-15.22919397,-1.252469463,-0.678601672,6.619335543,-3.995558163,2.548636882,4.981221952,2.256762922,-4.793692306,-1.07192515,-4.683677503,3.394657501,-2.27792091,-2.630105553,-1.896072681,0.299657133,-2.742342455,-6.778688949,6.467577619,1
-19.53794643,-3.774722377,-7.614610882,-0.945203228,3.273478375,-1.371813736,4.571556103,-9.133474692,1.621700238,-7.552238192,6.30609867,0.025999608,1.839828771,0.921208506,2.51537609,3.051903218,2.09050381,-0.116369942,-1.783664165,-5.199891558,1
-1.741778712,9.694204039,0.85928553,3.420509095,7.061504164,-4.501929635,2.265706919,-4.114361271,1.660943812,4.981855363,1.281670054,0.450174907,-2.073594722,-2.420262794,2.601985645,0.808152703,-1.209012285,1.415780072,-0.835208057,-1.257321603,1
-1.81902405,3.274192924,11.83295671,0.362175709,4.233901611,-5.274486815,1.347905231,-2.547708549,-2.644047401,3.523822571,0.934098911,-1.195360201,-0.575999952,-2.546129161,1.905057855,1.19947118,-1.198235491,2.71001313,0.42560006,3.644782125,1
0.940552173,-0.501794756,1.880572663,3.965979504,-3.479099187,8.392196179,-2.981801553,-2.601305647,-0.646796993,3.701440734,3.102968409,0.228461572,-0.609848911,4.746104306,0.021322789,-0.078050727,0.473427446,0.780741836,5.102258647,2.389743821,1
-8.100607032,-6.354577729,5.29777908,-4.374054845,-1.53095341,7.39783485,-4.425199097,1.145841128,-2.827224659,2.208059522,-2.161637178,4.778125472,0.836565155,-0.209369209,-0.823228526,-0.883982098,-1.14735341,-0.200552285,-3.539779346,0.123929708,1
-19.14511574,-0.932430469,-0.386048214,-6.362818396,4.461429901,1.261886161,0.162895105,-0.210050148,-0.266059579,-9.1119651,6.123349707,2.275988947,1.536963536,8.03265582,1.33858382,-0.411236815,2.212746657,0.183077236,1.459063284,-2.294140122,1
9.731771989,0.896579479,9.471332295,-2.05863652,-0.230540607,-7.676594072,2.96358364,-7.193775877,0.732512163,-2.925949536,-3.83857671,-0.622417775,-5.307666527,-2.280798516,1.779935764,-1.86230305,-0.768822954,1.639547211,2.754921587,3.686129654,1
-11.48472629,2.685053787,-0.697237759,9.237595701,-2.381258177,-4.516911547,0.786759458,1.9132832,4.33268457,0.901182716,1.460037556,-4.592122932,1.577509489,-2.950261816,0.108561286,0.411087407,-1.683455192,-3.429119517,0.424015867,-0.742332119,1
-11.31059601,-7.726069201,5.230798097,1.219882258,3.171099931,6.035899225,-1.079284309,-4.768221248,2.090348346,3.929767022,-7.044679724,-2.599489411,-0.442757609,1.883102762,2.501400017,-2.481177568,-1.196769997,1.171052044,-0.982712075,-3.650119695,1
5.137368858,0.350711919,-3.45548259,5.12330028,3.924455848,5.100231375,0.034143987,-2.459648508,-3.122334398,0.00387258,2.27664006,-5.703548739,1.456945668,3.653274625,-0.51969909,1.591356946,0.111287814,-2.690992776,4.180873163,0.821736022,1
-15.10060594,-7.75685554,1.989115233,3.87669149,6.498590157,-1.199390007,-2.272857683,-3.379328357,3.036734776,-2.42432094,-3.24320745,1.808479279,0.873663627,0.303161007,-4.33746266,0.146544495,-4.354076048,-1.847949266,-0.213211142,1.343568912,1
4.930618307,-3.739100225,14.3972451,5.038844649,-3.221742896,-0.412599483,-2.846713582,-3.091169301,0.302018421,-0.343010858,1.168631865,-0.715343901,4.621257443,-0.762809384,-0.451280828,0.837089069,3.104251356,-0.793792484,0.927155242,-2.827579905,1
12.30123041,1.17957565,2.340508957,5.278918929,0.133900597,-0.389578739,-2.868672068,-1.040195974,-2.423231524,0.117472301,2.675846509,-1.937936692,-0.199911073,1.60022455,0.117382711,1.370801854,-0.997631361,-3.61704267,0.248173323,-2.693312223,1
-11.16225184,6.883669914,7.56751005,-3.565810859,6.6097022,5.778777099,-4.125277745,2.977828639,0.401518007,-0.538826212,-0.95905836,1.533127536,-1.961887412,0.198095805,-1.10443425,3.001839539,0.032679311,0.926446609,0.908192876,1.378090716,1
-16.12846858,1.137059646,-2.444444588,-3.247056203,2.545583472,-1.201941576,4.481985922,-2.890026527,-1.35229113,-0.011639187,2.778859649,-0.289935468,-2.00008504,1.995705224,4.245837211,-3.334393254,-0.819238019,-1.019673587,-0.230548666,0.671813107,1
-10.1887351,3.47410317,-6.791443178,-12.13761914,4.534564122,-0.024418898,3.644147871,-3.721261936,-1.508681396,-1.428272549,5.52053232,-2.16716621,3.26693036,3.378525842,-3.945546008,0.00329504,5.767435963,-1.608968548,-1.091820667,-3.905417172,1
-9.215703372,9.448209895,-3.399211827,-8.245767412,7.120160063,-4.215769814,3.053808681,-2.738475769,-0.68500258,-2.936143364,0.360788328,-1.694587471,6.680054054,1.511644804,-2.464614896,-2.079359195,1.183800347,-4.440315218,-0.565570301,3.442267234,1
1.448551863,0.367736271,1.051381555,-4.280433121,-5.263728146,9.311616234,-6.032390104,-4.93114594,-1.186034107,-2.472923082,-2.908750644,-1.375272157,-0.474853924,-0.246457681,-2.600821558,6.146378838,-2.603481826,-1.333294396,2.685541662,-2.608974682,1
-6.074284827,-5.291059263,3.696372883,5.389235413,1.043630493,1.619646091,-8.858796836,4.218268321,3.095498879,-3.672504299,5.186509766,-0.751891971,-4.16355062,-0.216818082,1.965660619,1.956628083,-0.527393187,-1.69603067,1.410826418,0.515617434,1
-6.024295896,9.574996672,-4.277305065,-9.187311324,3.987001124,-6.153985474,5.678425591,-4.885911868,-0.839411166,-0.683014896,1.639523899,-4.927674206,4.952675767,-1.988724655,-2.440461169,0.668219846,1.257742008,-2.574376408,1.873462622,-0.037581201,1
1.139582611,-11.18418905,5.173217042,7.166569109,-0.042562081,-0.123815228,-3.492563264,-1.387655365,-3.360426194,3.41371118,1.606209234,0.201405511,-0.859872446,-0.247002355,-2.425085606,-4.075115925,-0.573306722,-2.453781349,0.336803975,-2.612276762,1
-12.46181299,-4.119601361,7.242185462,-3.317870769,0.486494779,1.438088614,-0.246462485,2.372743971,6.741193435,3.978399405,-4.709947423,3.095090167,-0.04744439,-1.049661321,2.518453399,-0.281538707,0.325903972,-0.630915201,-0.287769482,1.027913102,1
-11.28215219,-5.496090611,0.404978426,-4.402081597,4.607095777,-1.974681529,2.671344925,-6.885995255,1.970851595,-9.660306505,3.652877412,1.362859403,4.244334116,0.6402911,-0.185030678,-2.204221607,6.873108197,-1.508653873,-3.216501636,2.536359943,1
-20.91248299,-6.587676987,-1.286391545,-1.239195244,9.450931148,0.073454864,-1.264291661,-4.149393091,5.034505502,-4.634849106,-1.048887141,2.569303089,-0.769805505,4.019419103,0.841247969,-0.071034238,-3.348169407,-1.088863719,-2.756346756,1.133486586,1
-10.67284989,-8.789420479,4.451485926,-9.66164858,1.70479231,3.993995935,-2.383117512,0.945851742,2.407548614,-0.625206308,-2.152919546,-1.129264371,-3.268671658,2.032654868,-3.328474862,0.148538713,-3.874579463,-1.855725682,3.604732997,-3.315072646,1
-8.877597163,5.576096639,-2.438798706,8.34494114,-0.549668146,1.57648087,5.851600099,1.2774827,-1.031360865,3.112354324,1.82022067,1.596624394,2.555942968,-0.479980393,2.789428677,1.018099618,4.339955992,-2.135961738,1.218679121,-2.717420337,1
-0.249871772,13.00526517,-1.333690003,0.465738767,6.161003149,-9.318784069,7.291780921,-6.626452995,0.105232079,4.467911352,-1.664151466,-5.228844453,0.131121222,0.355259676,4.965350361,0.971274578,1.239644277,-3.257958437,-1.346321762,1.744234996,1
-8.830269474,6.945926597,2.579123523,-6.259901881,4.426381124,-1.507499228,0.760895555,1.226168779,-0.511399055,0.369147009,-2.170610759,-0.366162615,1.591542424,1.164547286,0.892045524,-1.06118198,0.665993043,-1.756992951,-0.066608102,-1.020564221,1
-6.321025728,6.786518425,9.089441317,-2.113538784,5.878252725,-7.174183078,-1.672433603,-3.443621373,-3.711960098,-0.17028804,3.040589512,-3.743056891,1.643651229,1.687304374,-1.429559272,0.690328389,-2.977531091,0.995604015,-3.585777761,1.329620303,1
-5.00795876,-4.564661064,14.61639826,-3.029298691,-2.20941129,-5.931861857,-2.45113859,2.99967493,-1.008755645,1.691969155,-2.908460791,0.812477127,2.725413778,-1.12508343,0.497429771,-2.466573323,1.504555277,2.755483128,1.3032205,-3.45831668,1
-11.13972368,9.070512893,-6.148763871,9.346949943,2.715969107,-5.444451666,4.543900678,1.36241202,-5.15850496,1.423499773,-0.026493255,-4.117883571,1.959208589,-1.055655965,2.584739876,-3.496909767,-0.953891666,-2.016073681,-3.453909644,0.941230417,1
-14.67455637,-0.940059959,-4.623352224,1.065755869,0.111107813,6.529042262,3.771772796,-1.73033733,3.056777517,-0.670051116,-2.580591456,-1.298752528,-0.166868849,1.509536923,-1.144138705,-3.51177701,-2.522353257,-3.731884853,1.175346969,-0.109091644,1
-0.44210054,9.469069782,6.449140002,-4.849809516,-0.450183342,0.416790595,-0.704707562,5.648188268,-0.68390268,-0.607394915,4.080344765,0.633154237,6.331933414,-2.099863487,-3.643662669,2.479294961,4.597985896,0.422846431,-0.765576892,-2.181049649,1
-8.186286786,-5.74564771,12.1025014,-6.183248847,2.484427861,4.637995575,-3.293701922,4.291271728,-0.532642503,2.13240929,-6.28564709,-3.590731262,-1.402109432,1.175540998,-1.448843176,0.603588082,1.104489705,-0.473056466,1.434351656,-1.240694132,1
-1.103407631,-9.557270562,-1.076880541,1.033559062,-3.062965791,3.826825041,-1.74638913,-5.858811664,-0.326324041,-6.054226549,3.144817399,-0.674364212,9.724801589,-0.962013042,5.664144868,1.272729063,-7.848294644,3.415844747,3.09489376,-5.760524158,1
11.59953841,2.430012355,0.295501805,-1.663929675,6.304546804,2.734464405,5.302665634,3.523718811,1.01854626,0.107557997,5.363669447,-0.923551105,-0.178798954,-2.881987532,0.6325431,0.607078779,3.450197831,-0.14299228,2.790780505,-1.970538969,1
0.177119657,-4.793876816,-0.457046723,4.753548222,3.011853209,3.031247954,-4.042574919,-6.913764214,-1.047981846,-2.211059113,0.128454616,4.374728784,-1.035522212,-4.215408828,-0.282938081,2.417892607,-1.932569548,2.352861316,1.955024339,1.524399408,1
10.36986106,-3.487997972,2.394220179,12.29151982,1.464552275,1.117427402,-5.400150133,1.577365239,-1.990446197,-0.423083839,2.918951302,0.595853134,2.937148546,4.050336237,1.212545229,-1.268969738,5.224155312,1.309669186,2.242160343,-1.993937791,1
-13.88333153,4.205876312,4.988968282,1.758923572,-4.002023967,-1.525858965,2.830933332,5.484066129,-0.612891305,2.60449004,0.952720534,-5.895536277,5.966751345,-1.618404821,-0.067591969,-0.567454921,-3.344067871,-0.562746003,0.089317016,-3.993304507,1
4.023340443,-3.990399937,-20.98621378,4.773948481,0.470242211,2.231863355,-6.355973835,-2.342624853,-5.791803417,-5.01958505,-11.20288676,-7.271812799,10.06216551,3.863606796,1.523189177,-1.986278307,-1.958421265,11.21481575,1.776372467,-4.289371684,1
4.900194638,-10.26925504,-16.90657551,6.564745627,7.52333915,0.394654941,0.132523685,0.337139672,-3.918472244,1.187354717,-9.315642255,-2.858929738,9.893097013,2.164268217,4.359765652,-1.747966487,4.151456837,5.451094226,-0.252599021,3.607428845,1
3.995750533,-10.63499281,-21.69326105,8.09971203,1.485640102,-0.057702794,-0.82741191,0.234619799,-2.95655307,5.219675273,-4.911985543,-3.013052397,9.838546367,3.22802311,4.91051001,-5.285496935,7.428140583,2.300483643,-2.037754908,-0.327678225,1
-14.62437814,0.284596711,5.935916342,-8.852692192,6.073190247,2.923473228,0.00617928,-1.889070525,-3.866988283,-4.278065605,1.664627204,1.014825886,-1.658055907,7.196471609,-0.071738094,1.260705408,0.197225759,3.595316731,-0.935967699,-1.149465259,1
-3.389936516,10.99198168,2.385136855,0.129074958,-0.201524811,-3.25430688,1.304069347,0.715622139,2.537494464,2.197737783,2.687033943,-1.394795067,-0.321581104,0.703378802,1.645721006,-0.046213468,0.226531109,1.1353281,0.203289574,0.570198126,1
-5.697477891,0.13797761,9.558936626,5.085307338,2.349956512,-0.685213856,-0.365323232,0.194330438,3.360574838,1.851709353,2.520126789,3.910690568,-1.930711416,-0.106468119,0.674458087,1.154890899,1.056355197,-1.080931121,-0.677982998,-0.272340083,1
-12.57740279,-0.645239185,3.655137088,6.949208163,4.755018122,1.32085882,-0.824126076,0.073658082,0.533056027,0.485464985,-4.753494227,2.245898193,-2.091656946,-1.26148771,0.549778853,-2.363657495,-6.707471662,-1.276309545,0.060567345,-3.111079681,1
2.280241955,12.8313776,5.148987957,-2.834548284,-0.936102928,-0.91042564,-3.269686139,2.218580167,1.683627394,-3.578988858,1.295899023,-4.089677704,-0.123529396,0.059897616,1.837647914,1.45496296,1.102810458,-0.61094574,-4.898987327,-1.126275065,1
-3.424617506,6.752098015,3.853437003,-8.808444966,-2.18287747,-6.218703844,-1.730522726,4.425863459,3.404457808,-1.488614134,2.626122115,-6.983953166,3.391637527,-0.215759033,0.158776234,1.144928184,-3.139394967,-1.960228242,1.326212418,1.183982559,1
-7.001593808,-7.680110328,7.542698359,-2.131224055,0.969142185,3.935344088,-2.969889476,2.441178815,6.074946634,3.913708637,-3.047545327,3.493662904,-0.673798104,-0.416726898,2.148588778,-0.449599056,1.898097997,0.135776415,-0.922905052,-0.24420036,1
0.587050671,-5.412482088,-2.488558843,-3.52780096,2.351374901,2.318794554,2.73145072,-6.658809743,-7.192310622,-3.005994856,7.297010567,-1.067827635,0.545115482,3.236513345,2.503463729,-0.039173757,1.329964471,-1.581495811,1.095688974,-1.941280949,1
-8.328237852,-2.66794161,9.501682676,2.585640079,4.530765148,3.953169896,-1.634047558,-2.802803246,3.160131802,1.457201663,1.223175607,0.552656522,1.464832864,3.158384162,-0.202150846,-0.341049731,0.614747997,2.902512877,0.812477383,3.568233415,1
-17.78658096,-1.85725882,3.898676618,-6.538159434,4.268590304,-0.425391689,3.625917255,-3.952906896,0.428740166,-3.044407243,-1.129954271,1.283921534,2.4935738,6.149765293,1.542908915,0.621338984,-0.294692439,2.495811598,1.539257206,0.500815869,1
6.96477002,1.588981056,2.933646234,-0.69521635,1.264155069,6.416108316,-6.080267259,-7.240676283,-2.02988706,-2.087489403,6.064335174,-2.775617151,0.919570243,1.350000767,-1.730250391,-1.411048861,-2.892342924,0.516235461,1.761593548,1.84999553,1
4.757319446,3.439127631,2.645061306,4.930082592,-6.67226561,2.135362519,2.747640009,4.643183983,-4.563819626,5.290617314,0.25258967,3.871280609,-2.225116932,4.054737172,-1.094006919,-5.251689438,-0.037815453,0.229955478,1.340766264,-2.698366936,1
1.725325223,-6.021211579,9.535744004,2.911533175,0.973239503,-2.781248457,-6.540309183,4.279884096,-2.696596858,-2.383835459,3.246212234,-2.014584468,1.477387566,1.681970102,-4.271243235,-2.432545812,0.553699798,4.720832575,-0.765415229,1.2774078,1
-2.924959711,-5.995583855,2.224673033,5.068627848,4.882157784,2.817731503,-9.09117499,-3.857443669,0.587110646,0.265388597,0.669363926,2.1160138,2.053707467,0.014596711,1.740629868,2.048561012,-0.044252165,-1.11603839,0.860823397,0.261552025,1
9.031269809,1.349617224,-3.470589034,-6.733166654,-5.448813789,-0.10657041,-3.593262803,1.28973467,-6.01947532,-2.158595291,5.560071255,3.609910636,-3.384813024,2.297828062,-2.282546737,-3.32406652,1.838829302,3.83175548,-1.24844603,-0.779125302,1
4.2260178,-13.08028941,11.510605,-2.47601712,-0.439307216,-5.702425893,-3.226071612,1.98743211,-3.887753689,-7.39933174,-0.739045399,0.204025841,1.831502029,-5.0126846,0.506441503,-2.81097362,2.650223371,2.69591894,-2.421398453,-2.340065976,1
9.454354309,2.787957127,-1.172812636,-2.084221555,-3.087632786,0.639856481,-3.272144693,-0.576926269,0.833958465,-9.195992629,0.905424847,10.32479384,-3.22682203,2.533265699,2.252751287,-4.94916215,2.232846391,1.239963415,0.142532019,2.862523141,1
-9.124395295,5.068401641,4.619852533,-7.274456202,5.214035128,-1.204426006,0.326606478,0.471970983,-4.3593427,3.377845354,1.610478996,4.16021593,1.279465303,-1.639177067,-2.716563415,4.642123696,3.211615258,1.121344404,3.175552854,0.008130646,1
-2.918388423,13.18328419,-0.448524132,5.991405088,4.859218517,1.709024159,-4.671879429,0.748277257,-1.412297171,-1.36055576,1.204258053,-3.812877252,0.158419206,-2.51145235,0.832735777,4.169697074,1.507366774,0.193369588,0.514535389,-0.764971656,1
10.81657146,-9.741491866,-1.513671846,2.178322787,4.905741194,-1.137828418,2.44366741,1.143363759,0.11494513,-1.893400717,3.640082871,-4.499151881,3.31404249,-2.185804078,2.34495964,0.555328414,0.84064659,-0.552731432,-2.21939478,1.633773737,1
8.027115669,-12.99181667,1.608300545,8.360214991,6.279451176,-4.599941853,2.20658968,0.267887558,-3.561175497,-5.608014973,-1.760579962,0.444178119,-4.691925414,2.591542473,-1.528651574,-0.759473211,0.037976199,-0.49659179,2.196885354,-1.473393165,1
-9.850987061,-3.808014778,10.12576202,-2.302333634,1.42758316,-0.477509589,-3.781787668,1.52397491,1.885954813,2.606157701,-4.092130369,0.017881887,3.137374635,-3.611654803,1.781791225,-0.251799731,4.005086527,0.440825971,2.418640268,2.512872646,1
5.131509191,1.102785458,-0.143288534,-1.217140332,9.377431277,4.153387999,3.201317335,2.435492147,-1.039362964,7.4244175,0.668184017,1.086676018,-1.267697969,-0.95699552,-3.663174567,-1.832925328,1.231370016,-1.65420637,2.237377696,0.658690028,1
14.09266391,-5.101422605,2.592782274,5.134188678,10.93856606,2.530535958,1.560154375,5.334945031,1.727766712,1.440922772,-1.395065975,0.0337273,2.351617478,-0.132600785,-4.003783438,0.900221142,5.450260751,2.177685867,0.53483547,-3.162779737,1
-3.434432149,10.93582212,1.915658862,5.502307235,-0.522476416,2.475239789,-1.516056182,0.481044173,-3.439909056,4.622528871,-0.802081804,-5.740381455,1.084325086,0.149618816,4.950810017,2.3447796,1.227836651,-0.30888486,-3.690045721,-1.03611332,1
6.231965021,-7.146951517,-4.888313668,2.797885644,5.757207922,3.155290621,1.267962548,1.093435672,-6.162565342,5.018599516,1.394868224,3.119555345,3.261610667,2.569663618,0.705085182,5.937153198,-2.035269612,0.716717633,-1.529226318,-0.9604993,1
2.913526297,-3.074980585,-2.40020963,-3.715048717,5.259576482,5.159945088,2.02619993,-3.173767471,-6.288790355,0.876541696,1.745744347,-2.03879051,-2.050326013,-2.053071007,-0.937502279,-0.554849969,0.47696132,-1.72758113,-0.850367165,0.820593656,1
-0.425789675,-0.046458894,4.142091764,9.315376034,-7.063299344,6.307852645,4.556434299,-2.756879941,-1.816953915,-2.846601871,2.643717884,2.349607289,0.876053948,3.771770734,0.072957757,3.463277855,-2.025203441,0.174165893,0.996565634,1.850622727,1
